id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
1,0,1,0,0,0,0,0,0
2,0,0,0,0,1,0,0,0
3,0,0,0,0,1,0,0,0
4,1,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,1
6,1,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1,0
8,1,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,0
10,1,0,0,0,0,0,0,0
11,1,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,1
13,0,0,0,1,0,0,0,0
14,1,0,0,0,0,0,0,0
15,1,0,0,0,0,0,0,0
16,0,0,0,0,0,0,1,0
17,0,0,0,0,1,0,0,0
18,0,0,0,0,1,0,0,0
19,0,0,0,1,0,0,0,0
20,1,0,0,0,0,0,0,0
21,0,0,0,0,1,0,0,0
22,0,0,0,0,0,0,1,0
23,1,0,0,0,0,0,0,0
24,0,0,0,0,0,0,1,0
25,0,0,0,0,0,0,0,1
26,0,0,0,0,0,0,1,0
27,1,0,0,0,0,0,0,0
28,1,0,0,0,0,0,0,0
29,1,0,0,0,0,0,0,0
30,0,0,0,1,0,0,0,0
31,1,0,0,0,0,0,0,0
32,1,0,0,0,0,0,0,0
33,1,0,0,0,0,0,0,0
34,0,0,0,0,0,0,1,0
35,0,0,0,0,1,0,0,0
36,0,0,0,0,1,0,0,0
37,1,0,0,0,0,0,0,0
38,1,0,0,0,0,0,0,0
39,0,0,0,0,0,0,1,0
40,0,0,0,0,0,0,1,0
41,0,1,0,0,0,0,0,0
42,1,0,0,0,0,0,0,0
43,0,1,0,0,0,0,0,0
44,0,0,0,0,1,0,0,0
45,1,0,0,0,0,0,0,0
46,1,0,0,0,0,0,0,0
47,0,0,0,0,0,0,1,0
48,0,1,0,0,0,0,0,0
49,0,0,0,1,0,0,0,0
50,1,0,0,0,0,0,0,0
51,1,0,0,0,0,0,0,0
52,0,0,0,0,1,0,0,0
53,0,0,0,0,1,0,0,0
54,0,1,0,0,0,0,0,0
55,0,0,0,0,0,0,1,0
56,0,0,0,0,0,0,1,0
57,0,0,0,0,1,0,0,0
58,0,0,0,0,0,0,1,0
59,0,1,0,0,0,0,0,0
60,1,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0,1
62,0,0,0,0,1,0,0,0
63,0,1,0,0,0,0,0,0
64,0,0,0,0,0,0,0,1
65,1,0,0,0,0,0,0,0
66,0,1,0,0,0,0,0,0
67,0,0,0,1,0,0,0,0
68,1,0,0,0,0,0,0,0
69,1,0,0,0,0,0,0,0
70,0,0,1,0,0,0,0,0
71,1,0,0,0,0,0,0,0
72,0,0,0,0,0,0,1,0
73,0,0,0,0,1,0,0,0
74,0,0,0,0,0,0,0,1
75,0,0,0,0,0,0,1,0
76,1,0,0,0,0,0,0,0
77,1,0,0,0,0,0,0,0
78,0,0,0,0,0,0,1,0
79,1,0,0,0,0,0,0,0
80,0,0,1,0,0,0,0,0
81,1,0,0,0,0,0,0,0
82,0,0,0,0,1,0,0,0
83,0,0,0,0,0,1,0,0
84,1,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,1
86,1,0,0,0,0,0,0,0
87,1,0,0,0,0,0,0,0
88,0,0,0,1,0,0,0,0
89,1,0,0,0,0,0,0,0
90,0,0,0,0,0,0,1,0
91,1,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,1
93,0,0,0,0,1,0,0,0
94,0,0,0,0,1,0,0,0
95,0,0,0,1,0,0,0,0
96,0,0,0,0,0,0,1,0
97,0,0,0,0,1,0,0,0
98,0,0,0,0,0,0,1,0
99,1,0,0,0,0,0,0,0
100,0,0,0,0,1,0,0,0
101,1,0,0,0,0,0,0,0
102,0,1,0,0,0,0,0,0
103,1,0,0,0,0,0,0,0
104,0,0,0,0,0,0,1,0
105,0,0,0,0,0,0,1,0
106,1,0,0,0,0,0,0,0
107,1,0,0,0,0,0,0,0
108,0,0,0,0,0,0,1,0
109,1,0,0,0,0,0,0,0
110,1,0,0,0,0,0,0,0
111,0,0,0,0,1,0,0,0
112,0,0,1,0,0,0,0,0
113,1,0,0,0,0,0,0,0
114,1,0,0,0,0,0,0,0
115,0,1,0,0,0,0,0,0
116,1,0,0,0,0,0,0,0
117,1,0,0,0,0,0,0,0
118,1,0,0,0,0,0,0,0
119,0,0,0,0,1,0,0,0
120,1,0,0,0,0,0,0,0
121,1,0,0,0,0,0,0,0
122,1,0,0,0,0,0,0,0
123,1,0,0,0,0,0,0,0
124,1,0,0,0,0,0,0,0
125,1,0,0,0,0,0,0,0
126,0,0,0,0,1,0,0,0
127,1,0,0,0,0,0,0,0
128,0,0,0,0,0,0,0,1
129,1,0,0,0,0,0,0,0
130,0,0,0,0,1,0,0,0
131,0,0,0,0,1,0,0,0
132,0,0,0,1,0,0,0,0
133,0,0,0,0,0,1,0,0
134,0,0,0,1,0,0,0,0
135,0,0,0,0,1,0,0,0
136,1,0,0,0,0,0,0,0
137,0,0,0,0,1,0,0,0
138,0,0,0,0,0,0,1,0
139,0,0,0,0,1,0,0,0
140,1,0,0,0,0,0,0,0
141,0,0,0,0,0,0,1,0
142,0,0,0,0,1,0,0,0
143,0,0,0,0,1,0,0,0
144,0,0,0,0,0,0,1,0
145,1,0,0,0,0,0,0,0
146,0,0,0,0,1,0,0,0
147,0,0,0,0,0,0,1,0
148,0,0,0,1,0,0,0,0
149,0,1,0,0,0,0,0,0
150,0,1,0,0,0,0,0,0
151,1,0,0,0,0,0,0,0
152,0,0,0,0,0,0,1,0
153,0,0,0,0,0,0,1,0
154,1,0,0,0,0,0,0,0
155,0,0,0,0,1,0,0,0
156,0,0,0,0,0,0,1,0
157,0,0,0,0,1,0,0,0
158,0,0,0,0,1,0,0,0
159,0,0,0,0,1,0,0,0
160,0,0,0,0,0,1,0,0
161,1,0,0,0,0,0,0,0
162,1,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,1
164,1,0,0,0,0,0,0,0
165,0,0,0,1,0,0,0,0
166,0,1,0,0,0,0,0,0
167,0,0,0,0,1,0,0,0
168,0,0,0,0,1,0,0,0
169,0,0,0,0,1,0,0,0
170,0,1,0,0,0,0,0,0
171,0,0,0,0,0,0,1,0
172,0,0,0,0,0,1,0,0
173,0,0,0,0,1,0,0,0
174,0,0,0,0,1,0,0,0
175,0,0,0,0,0,0,0,1
176,0,0,0,0,0,0,1,0
177,0,0,0,0,1,0,0,0
178,0,0,1,0,0,0,0,0
179,0,0,0,0,0,0,0,1
180,0,0,0,0,0,0,1,0
181,0,0,0,0,0,0,0,1
182,0,0,0,0,1,0,0,0
183,0,0,0,0,0,0,1,0
184,1,0,0,0,0,0,0,0
185,1,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0,1
187,0,0,0,0,0,0,1,0
188,0,0,0,0,1,0,0,0
189,1,0,0,0,0,0,0,0
190,1,0,0,0,0,0,0,0
191,1,0,0,0,0,0,0,0
192,0,0,0,0,0,0,1,0
193,0,1,0,0,0,0,0,0
194,0,0,0,0,0,0,1,0
195,0,0,0,0,1,0,0,0
196,0,0,0,0,0,0,1,0
197,0,0,0,0,0,0,1,0
198,0,0,0,0,0,0,1,0
199,0,0,0,0,0,0,1,0
200,1,0,0,0,0,0,0,0
201,0,0,0,0,0,0,1,0
202,0,0,0,0,1,0,0,0
203,0,0,0,0,1,0,0,0
204,0,0,0,0,1,0,0,0
205,0,0,0,0,1,0,0,0
206,0,0,0,0,1,0,0,0
207,0,0,0,0,1,0,0,0
208,0,0,0,1,0,0,0,0
209,1,0,0,0,0,0,0,0
210,0,0,0,0,0,0,1,0
211,1,0,0,0,0,0,0,0
212,1,0,0,0,0,0,0,0
213,1,0,0,0,0,0,0,0
214,0,0,0,0,1,0,0,0
215,1,0,0,0,0,0,0,0
216,0,0,0,0,0,0,1,0
217,0,0,0,0,0,0,0,1
218,0,0,0,0,0,1,0,0
219,1,0,0,0,0,0,0,0
220,0,0,0,0,1,0,0,0
221,0,0,0,0,0,0,1,0
222,0,0,0,0,0,1,0,0
223,0,0,0,0,0,0,1,0
224,0,0,0,0,1,0,0,0
225,0,1,0,0,0,0,0,0
226,0,1,0,0,0,0,0,0
227,1,0,0,0,0,0,0,0
228,1,0,0,0,0,0,0,0
229,0,0,0,0,1,0,0,0
230,1,0,0,0,0,0,0,0
231,0,0,0,0,1,0,0,0
232,0,0,0,0,0,0,1,0
233,0,0,0,0,1,0,0,0
234,1,0,0,0,0,0,0,0
235,0,0,0,1,0,0,0,0
236,0,0,0,0,1,0,0,0
237,1,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,1
239,0,0,0,0,1,0,0,0
240,1,0,0,0,0,0,0,0
241,0,0,0,0,0,1,0,0
242,0,0,0,0,0,0,1,0
243,1,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,1
245,1,0,0,0,0,0,0,0
246,0,0,0,0,0,0,1,0
247,0,0,0,0,1,0,0,0
248,0,0,0,0,0,0,1,0
249,0,0,0,0,1,0,0,0
250,0,0,0,0,0,0,0,1
251,1,0,0,0,0,0,0,0
252,0,0,0,0,0,0,1,0
253,0,0,0,0,0,0,1,0
254,0,0,0,0,0,0,1,0
255,0,0,0,0,0,0,0,1
256,1,0,0,0,0,0,0,0
257,0,0,0,0,1,0,0,0
258,0,1,0,0,0,0,0,0
259,1,0,0,0,0,0,0,0
260,0,0,0,0,1,0,0,0
261,0,0,0,0,0,0,1,0
262,0,0,0,0,0,0,0,1
263,0,1,0,0,0,0,0,0
264,0,0,0,0,1,0,0,0
265,0,1,0,0,0,0,0,0
266,1,0,0,0,0,0,0,0
267,1,0,0,0,0,0,0,0
268,1,0,0,0,0,0,0,0
269,0,0,0,0,0,0,1,0
270,1,0,0,0,0,0,0,0
271,1,0,0,0,0,0,0,0
272,0,1,0,0,0,0,0,0
273,0,0,0,0,1,0,0,0
274,0,1,0,0,0,0,0,0
275,0,0,0,0,1,0,0,0
276,0,1,0,0,0,0,0,0
277,1,0,0,0,0,0,0,0
278,0,0,0,0,0,0,1,0
279,1,0,0,0,0,0,0,0
280,1,0,0,0,0,0,0,0
281,0,0,0,0,0,0,1,0
282,0,1,0,0,0,0,0,0
283,0,0,0,0,0,0,1,0
284,0,0,0,1,0,0,0,0
285,0,0,0,0,0,0,1,0
286,1,0,0,0,0,0,0,0
287,1,0,0,0,0,0,0,0
288,1,0,0,0,0,0,0,0
289,1,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0,1
291,0,0,0,0,0,1,0,0
292,1,0,0,0,0,0,0,0
293,0,1,0,0,0,0,0,0
294,1,0,0,0,0,0,0,0
295,0,0,0,0,1,0,0,0
296,0,1,0,0,0,0,0,0
297,0,0,0,0,1,0,0,0
298,1,0,0,0,0,0,0,0
299,1,0,0,0,0,0,0,0
300,0,0,0,0,1,0,0,0
301,0,0,0,0,0,0,0,1
302,1,0,0,0,0,0,0,0
303,0,0,0,0,0,1,0,0
304,0,0,0,0,1,0,0,0
305,1,0,0,0,0,0,0,0
306,0,0,0,1,0,0,0,0
307,0,0,0,0,0,0,1,0
308,0,0,0,0,0,0,1,0
309,0,0,0,0,0,0,1,0
310,0,1,0,0,0,0,0,0
311,0,0,0,0,1,0,0,0
312,0,0,1,0,0,0,0,0
313,1,0,0,0,0,0,0,0
314,0,0,0,0,1,0,0,0
315,1,0,0,0,0,0,0,0
316,0,0,0,0,1,0,0,0
317,0,0,0,0,0,0,1,0
318,0,0,0,0,1,0,0,0
319,0,0,0,1,0,0,0,0
320,0,0,0,1,0,0,0,0
321,1,0,0,0,0,0,0,0
322,1,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,1
324,0,0,0,0,0,0,1,0
325,0,1,0,0,0,0,0,0
326,0,0,0,1,0,0,0,0
327,0,1,0,0,0,0,0,0
328,0,0,0,0,0,0,1,0
329,1,0,0,0,0,0,0,0
330,0,0,0,0,1,0,0,0
331,0,0,0,0,1,0,0,0
332,0,0,0,0,0,0,0,1
333,0,0,0,0,0,0,0,1
334,0,1,0,0,0,0,0,0
335,1,0,0,0,0,0,0,0
336,0,0,0,1,0,0,0,0
